Filename,CommitSHA,Author,Date
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,08453399a94b7ba050345332190e89470162658c,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/java/com/scottyab/rootchecker/MainActivity.java,08453399a94b7ba050345332190e89470162658c,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/androidTest/java/com/scottyab/rootchecker/ApplicationTest.java,08453399a94b7ba050345332190e89470162658c,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/java/com/scottyab/rootchecker/util/QLog.java,08453399a94b7ba050345332190e89470162658c,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,f1592567a2d5c8a8f1c1fe8921e23a630b7d86c6,Matthew Rollings,2015-06-19T10:09:22Z
app/src/main/java/com/scottyab/rootchecker/MainActivity.java,f1592567a2d5c8a8f1c1fe8921e23a630b7d86c6,Matthew Rollings,2015-06-19T10:09:22Z
app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,f1592567a2d5c8a8f1c1fe8921e23a630b7d86c6,Matthew Rollings,2015-06-19T10:09:22Z
app/jni/rootChecker.cpp,f1592567a2d5c8a8f1c1fe8921e23a630b7d86c6,Matthew Rollings,2015-06-19T10:09:22Z
app/jni/rootChecker.h,f1592567a2d5c8a8f1c1fe8921e23a630b7d86c6,Matthew Rollings,2015-06-19T10:09:22Z
app/jni/toolChecker.cpp,81e37803dccfd41189847fb9c8e682031f642305,Matthew Rollings,2015-06-19T11:06:02Z
app/jni/toolChecker.h,81e37803dccfd41189847fb9c8e682031f642305,Matthew Rollings,2015-06-19T11:06:02Z
app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,81e37803dccfd41189847fb9c8e682031f642305,Matthew Rollings,2015-06-19T11:06:02Z
app/jni/rootChecker.cpp,81e37803dccfd41189847fb9c8e682031f642305,Matthew Rollings,2015-06-19T11:06:02Z
app/jni/rootChecker.h,81e37803dccfd41189847fb9c8e682031f642305,Matthew Rollings,2015-06-19T11:06:02Z
